"genes"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"
"8543"	"TPM2"	0.659569856559032	5.19657306407307	14.6298500376251	0.000130825870013358	0.00997183853657375
"10430"	"KIAA0101"	1.2613665890496	3.53602993555355	14.4481506170253	0.000144071253457709	0.0106271913840847
"6680"	"ADAMTS2"	0.85431454510444	4.59483109701757	14.4034665758875	0.000147530474435182	0.01080494099962
"22446"	"LOC101904579"	1.0786945072185	3.30104832452965	14.3704537443521	0.000150139782182726	0.0108135934270135
"9494"	"AIG1"	0.883866383402804	3.59646398168807	14.1229466081017	0.000171242048662759	0.0117472045382653
"24741"	"CTSC"	0.815815495704154	7.75443825222005	14.0342148856183	0.000179514339419683	0.0119050633472512
"11915"	"CARD9"	0.863713875314257	5.89197390418855	13.7422020342328	0.000209689528136864	0.0131367138175241
"4884"	"LYZ"	0.932638859637086	10.2246728172718	13.7166812209991	0.000212558136042488	0.0132558983022861
"11513"	"KHK"	0.802317499088599	4.37895787232027	13.2305260878849	0.00027542649549941	0.0157802018322104
"14897"	"CCDC34"	0.971831994522882	2.20272484292989	13.2121725516858	0.000278136775639354	0.0158341766048628
"1062"	"CYFIP1"	0.715848786718546	5.01335792064354	13.1697504897727	0.00028450461690356	0.0160633882465714
"11835"	"IER5L"	0.91624876643492	4.25176278868356	13.0261814137228	0.000307166238590086	0.016782450498451
"24949"	"SLC37A2"	0.67617115099839	5.52279966069249	12.984241180238	0.000314123619393708	0.0169010825807125
"1543"	"NRP2"	0.823493797379171	4.27731897935095	12.7049257441366	0.000364693668238583	0.0185641380795683
"21359"	"HRH1"	1.12849067724723	2.30638595111908	12.6995531881717	0.000365742956382183	0.0185641380795683
"20369"	"SNX33"	1.37522094813393	0.273743792885012	12.5945624718379	0.000386870605982844	0.0193124906311397
"19770"	"LOC783613"	0.684422724356099	5.61443570540564	12.4515558776818	0.000417643775071991	0.0201055178736411
"24676"	"RASSF4"	0.763672136224857	4.61748749284043	12.4041076386494	0.000428390475093787	0.0204080462440512
"7371"	"HINT1"	0.623028851070267	5.82495520997559	12.3742338672471	0.000435299384869184	0.020578079970641
"6956"	"PALM3"	1.1395248124754	1.80146034456331	12.2953337209248	0.000454092168715895	0.0206981546670501
"1921"	"SEPN1"	0.708814888890014	4.19685511509496	12.1875277920324	0.000481101008327264	0.0214100636478723
"7116"	"SPC24"	1.45112148592134	2.16937509316122	12.0894413758385	0.000507081648077681	0.0221191631652406
"6447"	"LOC784058"	0.681295572923417	5.48803680891514	12.0866626940561	0.000507837929814197	0.0221191631652406
"14955"	"LDLRAD3"	1.02015785087164	1.78288767207133	12.0606177473578	0.000514982241638119	0.0221851181124212
"23627"	"TBC1D12"	1.22133722709847	1.42179339167845	12.0553858438858	0.000516429581228944	0.0221851181124212
"14433"	"NUCB2"	0.765464130377483	5.12312575123376	12.0312249234128	0.000523166840957435	0.0221851181124212
"14879"	"LOC107133180"	1.28102399080512	3.32582577550265	11.9721380779222	0.000540019426955811	0.0225012793979672
"18675"	"NLRP1"	0.780559444030528	5.60092845252974	11.9594215356679	0.000543717482240344	0.0225012793979672
"26178"	"OPHN1"	1.1384083193079	2.27599005576861	11.9342272726551	0.00055111982071607	0.0226388141922889
"11255"	"CCDC88A"	0.731257927467062	5.61387061877187	11.9257293685782	0.000553639472785026	0.0226744285570464
"21764"	"PAQR8"	0.609280373075487	4.63283499691029	11.8805979608477	0.000567217277336688	0.022956404262712
"16657"	"GAS2L1"	0.988464448590991	3.10553347352687	11.8321584017451	0.000582164725216017	0.0232153325769462
