"genes"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"
"5454"	"LOC100848575"	-1.19597901393642	5.67128492089528	22.0081024999992	2.71501891330761e-06	0.000140037817633761
"20893"	"CCR8"	-0.894671210328724	4.7338726632821	16.8446061951117	4.05684613529457e-05	0.0011595818536717
"20895"	"CX3CR1"	-1.20578315582298	6.43854093121507	16.8240346345345	4.10105969082175e-05	0.00116735558004304
"4196"	"ATP6V0A4"	-1.22163090193131	3.28809007745502	16.6292265184724	4.54453070081671e-05	0.00127246859622868
"249"	"CD96"	-0.677362776037491	5.65591302281777	16.5323365147717	4.78274270048151e-05	0.00131806028961588
"5452"	"KLRD1"	-1.19105515302376	4.45688523931002	16.0861706764411	6.0524411737279e-05	0.00159079488320971
"21333"	"CXCR6"	-0.981168846567717	4.6301728421039	15.0377730331203	0.000105380729956689	0.00245054850000978
"24506"	"PRF1"	-0.786266069254173	5.91420462067356	13.9525874092787	0.000187479439832464	0.00389729987045668
"19315"	"MRC2"	-1.46470491607783	0.473228427727222	13.2667045998121	0.000270161691981439	0.00528008321080533
"25244"	"CTSW"	-0.718517642806098	6.35938746910184	13.1581297093809	0.000286274480729112	0.00554333336241675
"17123"	"ADGRG1"	-0.950971571787528	5.0568190903328	13.0915053637822	0.000296637873519363	0.0057241513708659
"9401"	"SAMD3"	-1.29151388377747	2.56127589747977	12.5533313808927	0.000395500595284241	0.00722449729070125
"5445"	"LOC100296778"	-1.14641304476132	2.65767967806508	12.3132109137512	0.000449763599693848	0.00803483930703072
"11342"	"CD8A"	-0.597438608162187	6.31024771122967	12.240527859037	0.0004676259816804	0.00826782019156584
"12129"	"LPAR6"	-0.569229975505971	5.38224019125051	12.1612697053299	0.000487921504647632	0.00859343137838961
"7881"	"ADRB2"	-0.79639418181847	3.83371130644655	11.9339849174078	0.000551191519094622	0.00946476550935946
"21310"	"PTH1R"	-0.802205041707822	3.33182678092571	11.8373218910404	0.000580552621582181	0.00990694274640239
"24177"	"KIAA1456"	-0.894062183655806	3.08734668958743	11.6022105964613	0.000658734724594176	0.0109152662094591
"17087"	"MT1E"	-1.4591631104098	-0.185140205331506	11.4980139013585	0.000696705950952003	0.0114203173800018
"6309"	"IGFBP7"	-1.32926035351641	0.170214378628347	11.2928477253842	0.000778062462652996	0.012485399985496
"14433"	"NUCB2"	-0.733977001188336	5.12312575123376	11.0957580410497	0.000865254085320086	0.0136608585162159
"5440"	"LOC100336869"	-1.27870900900358	2.815870965277	10.9337981853025	0.000944257167097583	0.0146737005889366
"2007"	"CAMK2N1"	-1.2543589451898	1.34425123053906	10.8718381641914	0.000976375747688789	0.0150346523662067
"5263"	"IFT27"	-0.991630761086636	3.62341493335622	10.4703535263248	0.00121305502670857	0.017934391127631
"26707"	"IGHG1"	-0.796342783434275	7.64878155795732	10.2947814763187	0.00133406951283301	0.019471737995818
"21117"	"ARHGEF3"	-0.570476293768155	6.36078432994043	10.2460720199778	0.0013697595828952	0.0198448801238882
"20063"	"IGCGAMMA"	-1.13014301126415	8.22529150726378	10.0602101713126	0.00151505941928453	0.0214737760667188
"17877"	"KLK1"	-1.14292694001092	0.181790663765525	9.54008779060085	0.00201032127493836	0.0268303578717454
"6433"	"CCNG2"	-0.438709778223057	5.2225531377375	9.50179070659043	0.00205271469316361	0.0271845999905451
"5706"	"PDGFB"	-0.682204124309825	3.49785549124507	9.44709229950136	0.00211484105878142	0.0278728331666485
"1976"	"C1QB"	-1.52570433999856	3.66626056248354	9.37150768562282	0.00220384177232169	0.0286332472691796
"25520"	"SH2D1A"	-0.518584660341671	5.05940756213216	9.0833711243531	0.00257944123866353	0.0325574367934348
"6301"	"HOPX"	-0.771042916133334	5.6543870508084	9.02259483583516	0.00266662570746039	0.0333510526037891
"9179"	"PKIB"	-0.904453476398168	4.43754950838224	8.91587223068979	0.00282702758148078	0.0349831641049572
"11124"	"CRIM1"	-0.574418157875541	4.94303492767193	8.84886685424382	0.00293270906854132	0.036054451989594
"7090"	"S1PR5"	-0.904879098732311	4.22292579233549	8.73211630158415	0.00312653394789515	0.0379275382538651
"7117"	"KANK2"	-0.874351707553561	1.57089716064549	8.68516264865912	0.00320810948077367	0.0386777346891167
"2425"	"S100A7"	-1.34368604847312	1.13776169497584	8.66910264223429	0.00323650525609427	0.0389516246610644
"2187"	"SLAMF7"	-0.555827945435207	5.30255290917349	8.61559850676432	0.00333296261407466	0.0399024843500038
"7600"	"GZMM"	-1.05814776951331	2.08046817050613	8.51775797096368	0.00351697510431088	0.0418136034931935
"19868"	"FST"	-0.782954367595391	2.50461959134633	8.49189317781383	0.00356732410152006	0.0422657052442619
"14819"	"PDE2A"	-0.732563141785687	4.82947716693415	8.28859506489403	0.00398948425803012	0.0464255504836075
"1978"	"C1QA"	-1.50719658645272	3.05644532343359	8.23589873801197	0.004106983039413	0.0475107987358739
