"genes"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"
"4171"	"TMEM140"	1.72942644602975	6.72711013471178	22.7485053952385	1.84647693671234e-06	0.000106893095239212
"25189"	"EHD1"	1.30111771415927	7.26871905795096	22.7359364911873	1.85859355120072e-06	0.000107028205825058
"13812"	"SDCBP"	1.72090142377769	9.06355911704594	22.7299293906727	1.86441262333737e-06	0.000107028205825058
"9560"	"CCDC170"	2.14071821311693	3.65612684686489	22.7142278554454	1.87970914523919e-06	0.000107456706136174
"4430"	"GALNTL5"	3.76385264821275	1.53965349971575	22.7010199760683	1.89267378025343e-06	0.000107739628245835
"3936"	"LOC107132414"	1.83198087826865	0.557053640779484	22.6932285838323	1.90036370521079e-06	0.000107739628245835
"5203"	"C5H12orf75"	1.60069768397808	6.1435530273984	22.6751144691218	1.91836327320906e-06	0.000108312527195178
"22833"	"LOC505972"	3.6058696139933	1.74332305244161	22.6355227960577	1.95830222456307e-06	0.000110114370987727
"6784"	"LOC100298356"	1.77436443501547	3.39133971391792	22.5849990282779	2.01048292110334e-06	0.000112587043581787
"10575"	"LOC101902552"	2.3471029805105	4.12995189876105	22.5548736001246	2.04225775006572e-06	0.000113901529800413
"16017"	"ATF3"	1.55437950867416	3.38177271667994	22.4853591975939	2.11751395851609e-06	0.000117620613404213
"23646"	"ENTPD1"	1.39251963471875	5.70427301454692	22.4338652764918	2.17504936784049e-06	0.000120329344059562
"22078"	"HIST1H2AC"	2.74423128405533	4.84906070921338	22.3709886264455	2.24743398996348e-06	0.00012383451543092
"17022"	"DEF8"	1.42637126364825	6.10828558027386	22.3468857708849	2.27581803855769e-06	0.000124896893956046
"24484"	"SRGN"	1.71570748034013	11.4138225204902	22.3319378597469	2.29360141301485e-06	0.000125055495650725
"22936"	"LITAF"	1.43980454715663	7.80413099487554	22.3289796296841	2.29713727843898e-06	0.000125055495650725
"8760"	"C8H9orf24"	1.991951608157	4.14102119364677	22.3215410656061	2.3060525072619e-06	0.000125055495650725
"13112"	"LOC107133063"	2.62293164841778	0.651337076179739	22.3053397263806	2.32559036736478e-06	0.00012561850330805
"18777"	"KDM6B"	1.354020069521	7.778658874064	22.287200317115	2.34766254639158e-06	0.000126313451515657
"12336"	"LOC107131195"	2.01143286736391	4.11051889026879	22.274272258153	2.36352166466864e-06	0.000126669989215835
"13033"	"LOC107133069"	2.2537809110155	0.712982806381395	22.2557620622915	2.38641579840543e-06	0.000127399318109426
"9441"	"VNN3"	1.91153769256675	1.75732371390501	22.1742812612117	2.48986907366991e-06	0.000132406991049423
"17454"	"RASGRP4"	1.71652559020972	6.7900660615461	22.1602980066354	2.50807015619317e-06	0.000132859932598341
"19862"	"SNX18"	1.52971289131731	7.12887511857651	22.1466325640764	2.52598652502276e-06	0.000133294365858893
"19860"	"LOC101908144"	1.91577251442385	7.31154998783563	22.1195715757937	2.5618451935703e-06	0.000134031658817825
"20410"	"STOML1"	1.82861194592265	5.41975679886604	22.1188382876515	2.56282395230662e-06	0.000134031658817825
"22773"	"MSRB1"	1.9830391694026	7.12098245788007	22.1140190677109	2.56926576305306e-06	0.000134031658817825
"11481"	"RBKS"	2.179920291089	4.02660059209906	22.0895043751013	2.60228670631975e-06	0.00013512380136298
"6585"	"MAEA"	1.45772915122498	7.43965713806372	22.0838976642916	2.60989849571354e-06	0.00013512380136298
"5454"	"LOC100848575"	-1.19597901393642	5.67128492089528	22.0081024999992	2.71501891330761e-06	0.000140037817633761
"14162"	"CASP4"	1.94564867299982	8.40399529035199	21.9716735040936	2.76704352368075e-06	0.000142186655973408
"7839"	"ARHGAP26"	1.38299645548936	5.95574395901977	21.9576516664407	2.78733379383006e-06	0.00014269484944533
"25196"	"BATF2"	3.34786856190943	3.49490608795257	21.9442466661283	2.80687102820948e-06	0.000143160856903472
"2870"	"LOC512486"	1.93162836288381	8.23971322568707	21.9356490132961	2.81947401270564e-06	0.00014327104983082
"2514"	"FAM63A"	1.48883574287548	4.82696402485553	21.8798806528317	2.90261279527388e-06	0.000146668606904559
"13032"	"SIRPA"	1.5386580248773	9.09186841034174	21.8697173353487	2.91802702359606e-06	0.000146668606904559
"7471"	"DOK3"	1.75153698329713	5.5096234467225	21.8694681679991	2.91840595371317e-06	0.000146668606904559
"13484"	"ZNFX1"	1.51225380025102	8.27648683031707	21.8562595775	2.93856422630818e-06	0.000146733189061757
"19984"	"BASP1"	1.3919413216319	7.41584462503611	21.8546170693221	2.94108068454688e-06	0.000146733189061757
"2162"	"FCER1G"	1.75366944001748	7.61368957346173	21.8316373058346	2.97651516204406e-06	0.000147963000084219
"5686"	"TMEM184B"	1.57436909171134	5.53531193641564	21.8155497743124	3.0015765145447e-06	0.000148281754719323
"3933"	"SKAP2"	1.74474729462317	7.71405424352848	21.8136545372642	3.00454284343818e-06	0.000148281754719323
"3217"	"ST3GAL3"	1.15145523408605	6.15926021677317	21.8006850527235	3.02492110868057e-06	0.000148752392871317
"23604"	"CPEB3"	1.42170018764859	3.606426537275	21.790156801266	3.04156553057301e-06	0.000149036710998077
"22479"	"LPIN2"	1.17485485147702	7.08840088021755	21.7804352398933	3.05701622134153e-06	0.000149260720842725
"202"	"KAT2B"	1.38300431227731	7.46680973929905	21.6423250337989	3.28521883511876e-06	0.000159834051127055
"2881"	"LOC511531"	2.81159003088342	7.36147465557705	21.6146194305162	3.33301637014534e-06	0.000161586518015527
"12332"	"LOC101902043"	1.34769297841922	5.08781807170969	21.583279645761	3.38792521962486e-06	0.000163670190187511
"17646"	"BCL3"	1.13578619546493	6.175750185983	21.5180345626609	3.5051671699793e-06	0.000168739977446021
"17590"	"LOC100336941"	1.47657245516561	8.29966284188849	21.4941086199024	3.54917371966068e-06	0.000170261060957149
"13089"	"SLCO4A1"	1.8878752143754	2.86778953400992	21.4439878290015	3.64316541753473e-06	0.00017415245151325
"16532"	"SLC8B1"	1.15887747479104	7.15951187529907	21.437413446759	3.65567828249389e-06	0.00017415245151325
"21325"	"CCRL2"	2.17064880120874	2.67497909655968	21.4136684525801	3.70123180211963e-06	0.000175712457872254
"5569"	"TNFRSF1A"	1.43950084808063	7.45983183432951	21.3801101070266	3.76658478579741e-06	0.000178198425038415
"1281"	"GCA"	1.97184200331003	4.36920475932095	21.3244951913836	3.87745139810784e-06	0.000182813172446872
"10546"	"ATP8B4"	1.79106807607209	6.53565048625803	21.2343050404384	4.06424713708854e-06	0.000190413578722694
"9442"	"VNN2"	1.83231340675321	9.87499394720463	21.2332841463659	4.06641243190592e-06	0.000190413578722694
"10339"	"CHP1"	1.6227492028928	6.42193742986496	21.2205836473668	4.09344690381243e-06	0.000191027522177913
"19961"	"TARS"	1.75336275856961	9.30088320653284	21.1716897211627	4.19921773823883e-06	0.000193953944274364
"4592"	"FGD6"	1.3619959997496	4.37239368834769	21.170094714043	4.20271398671705e-06	0.000193953944274364
"18567"	"GEMIN4"	1.05663295354416	4.76991853939112	21.1664034277576	4.21081647688776e-06	0.000193953944274364
"15474"	"HLX"	1.94862784184257	4.39271642066368	21.1655453231538	4.21270228817495e-06	0.000193953944274364
"20862"	"TRANK1"	1.63352473454094	8.06218713378065	21.1398142985587	4.26964546425273e-06	0.000195364854368372
"11789"	"LOC107132962"	2.26841187667485	3.01655884704202	21.1388357172454	4.2718262616991e-06	0.000195364854368372
"15657"	"SLC25A33"	1.29135201392437	4.5757122544754	21.0030541646628	4.58551805262815e-06	0.000208743400721143
"14823"	"ATG16L2"	1.50218860037048	7.9495962026279	20.9991844679455	4.59478914123798e-06	0.000208743400721143
"6707"	"GMIP"	1.4814014786725	8.44926248183144	20.9623481492809	4.68398955368095e-06	0.000212093520384497
"14986"	"CD82"	1.65236049976798	7.21606643029356	20.8973983953381	4.84552248716819e-06	0.00021868608067088
"11452"	"LOC101905499"	1.44925682724507	7.07528221653345	20.8742697358954	4.90438462639782e-06	0.000220616908439928
"15036"	"SPI1"	1.50125551344173	8.18872621579102	20.8554798475089	4.95273258507337e-06	0.000222063696298061
"6252"	"TEC"	1.65431408584043	6.72655473602889	20.8086604796418	5.07529400240977e-06	0.000226270700578548
"16379"	"SCARB1"	1.33958253525363	6.33457636220709	20.8070564944257	5.07954633951843e-06	0.000226270700578548
"18417"	"CCL16"	3.16512896635082	5.85314969554502	20.7542903932998	5.22144662015076e-06	0.000231838989088894
"23859"	"CASP7"	1.69804006357433	5.98172388521746	20.6663989954454	5.46669555487276e-06	0.000241945364557594
"16033"	"LOC101907023"	2.44505819156691	5.01371214108653	20.5184195837741	5.90601689574336e-06	0.000260548398101604
"12989"	"RNF24"	1.62350208936593	6.01667815722894	20.5064442158379	5.94308267029303e-06	0.000260805549011391
"71"	"BACH1"	1.11878026391685	7.14677597088669	20.5042613248009	5.94986420120738e-06	0.000260805549011391
"23112"	"BOLA2B"	1.2957771993032	5.78160567384972	20.4566052380806	6.09986744251336e-06	0.000266529239844851
"8409"	"LOC104969334"	2.55929114759762	6.49348053684583	20.4146969241934	6.23491276462786e-06	0.000271565089303791
"3340"	"LOC101904166"	2.70441852862729	4.31232870502414	20.2704521280259	6.72308984829813e-06	0.000291901242780539
"3286"	"SMAP2"	1.34955516244789	7.32763002592369	20.2446785249121	6.81427423534772e-06	0.000294926947977826
"9500"	"LOC107132783"	1.513634480506	3.82254297101226	20.2210758323	6.89886678707011e-06	0.000296646586396429
"12684"	"IL2RA"	1.58164318959035	5.85178934759182	20.2205706384767	6.90068888916508e-06	0.000296646586396429
"22562"	"PSTPIP2"	1.71552587034176	7.3979593699138	20.2155368603991	6.9188708197418e-06	0.000296646586396429
"344"	"PARP9"	1.15101654139596	7.08481394773861	20.178904878619	7.05264139744584e-06	0.000301439999915754
"1962"	"E2F2"	1.60033015420342	6.93801839880442	20.1479254661022	7.16779460213506e-06	0.000305410378699668
"15403"	"CD55"	1.56981614333214	9.20483134265107	20.0891675604471	7.39141349470607e-06	0.000313805783429188
"3346"	"STK40"	1.17630247880856	7.42969751074913	20.084216271014	7.4105738943919e-06	0.000313805783429188
"13161"	"SIRPB2"	1.46553781627318	7.03162263819698	20.064206622237	7.48851609431994e-06	0.000315851625875566
"7922"	"GPX3"	2.07277370166742	2.85189099441035	20.0571379762283	7.51624636865221e-06	0.000315851625875566
"24519"	"C28H10orf54"	1.34585806707063	8.87251482416977	20.0541623476928	7.52795055840453e-06	0.000315851625875566
"19343"	"LOC506088"	1.18576838443188	6.00399172478316	20.0365189265642	7.59772514817287e-06	0.000317435015711345
"3447"	"HDAC4"	0.942038088500705	5.16282851418028	20.0329389096567	7.61196211144553e-06	0.000317435015711345
"16215"	"IL15"	1.48623722899439	5.41912989488753	20.0008823438948	7.74064380509173e-06	0.000321823130320784
"2630"	"CD101"	1.41955645275465	7.22557643683791	19.9808749102649	7.82206235761408e-06	0.000323488995837436
"7365"	"ACSL6"	1.2933972812003	6.61214864642416	19.9794562944026	7.82786782930239e-06	0.000323488995837436
"16522"	"PLBD2"	1.23379012389098	7.30894514583962	19.9628957046945	7.89596038759995e-06	0.000324752845115466
"13762"	"CEBPD"	1.69048235917517	7.95688030414881	19.9605167208765	7.9057908359013e-06	0.000324752845115466
"20473"	"NFKBIA"	1.18816624676399	7.17372434212238	19.95218987158	7.94029595003571e-06	0.00032519659831191
"7104"	"C7H19orf38"	1.78836488103531	5.11882827371572	19.937831825261	8.00014885504707e-06	0.000326672744914422
"18655"	"ANKFY1"	1.28110788719381	7.63391605383421	19.9107528350321	8.11426567128567e-06	0.000330349332374004
"16149"	"LOC104974562"	1.82630448382068	0.401029289740831	19.8918298405457	8.19497999077376e-06	0.000332648300217207
"13140"	"ZBP1"	2.06217677284753	6.31593348189542	19.8520827674869	8.36715191925219e-06	0.000338635175021062
"11009"	"RNF149"	1.09191369277721	9.32603855621017	19.8448278404964	8.39896770935179e-06	0.000338923049918549
"3845"	"RGS2"	1.78088666765704	8.44903635647737	19.8315607811481	8.45746360438396e-06	0.000340282699859671
"1995"	"ECE1"	1.17513506316792	7.68220219977779	19.7982655491411	8.60607354499654e-06	0.000345249500109218
"8873"	"SEMA4D"	1.41362638593143	8.88871541496835	19.7565241505791	8.79609145401813e-06	0.000351843658160725
"10530"	"DMXL2"	2.16473087651176	4.2661038143817	19.6564863048023	9.26881427435474e-06	0.00036967480187252
"11602"	"FAM49A"	1.26673746482967	6.65675563255961	19.6317821915161	9.38942790759648e-06	0.00037339985765862
"16217"	"RNF150"	1.27875064709466	7.12771741740233	19.6219939028981	9.43765232645452e-06	0.000373726977906331
"3452"	"LOC100336606"	1.24546242283295	6.33843048845943	19.6190645593292	9.45213275025488e-06	0.000373726977906331
"11139"	"CDC42EP3"	1.5393468063431	5.61407278066897	19.6122547808448	9.48588132587011e-06	0.000373983597100396
"12818"	"SVIL"	0.869806016082676	6.49114721271753	19.5564372428809	9.76710711709278e-06	0.000383876928556142
"13037"	"LOC536097"	1.31832180618652	6.1054016927116	19.5504641698958	9.79769282164169e-06	0.000383876928556142
"20651"	"WARS"	1.52549584055501	8.46510609740798	19.5459721171966	9.82075815766806e-06	0.000383876928556142
"26558"	"BMX"	4.37310050135968	3.8237694618913	19.5313036004702	9.89645694148725e-06	0.00038573690124206
"12114"	"LRRC63"	2.07775041841231	4.01562292533935	19.5243113685944	9.93274718427684e-06	0.000386054649768494
"12127"	"LOC101903713"	1.94807568242049	0.605477893317695	19.5123810021134	9.99497549836548e-06	0.00038737588654682
"11656"	"CMPK2"	1.58113405763167	5.02518194550902	19.5032719888694	1.00427511559662e-05	0.000388131115098188
"18356"	"VMP1"	2.04265103098849	7.82687100275419	19.4609807487898	1.02675848026634e-05	0.000395037056794416
"11324"	"IL1RN"	1.25048820575487	7.34814665010849	19.4588536942827	1.02790254574057e-05	0.000395037056794416
"20727"	"ZNF839"	1.21576941983983	6.30878289070258	19.3935179098308	1.06367479187977e-05	0.000407642964932695
"10707"	"GPHN"	1.59326047241723	4.28558256746491	19.3287350905582	1.10037854680178e-05	0.000420363875874882
"19473"	"LGALS3BP"	1.27457165883347	6.5709357854522	19.3241991598069	1.10299559267462e-05	0.000420363875874882
"14837"	"UCP2"	1.74192664177098	9.68808794990952	19.3179426985832	1.1066155727318e-05	0.000420575225980064
"19876"	"EMB"	1.19224553633098	7.17131337034034	19.2906137117268	1.12256847919881e-05	0.00042530707638113
"16346"	"ULK1"	1.19214444220557	6.50945380490559	19.2860314823081	1.12526580704337e-05	0.00042530707638113
"10360"	"CAPN3"	1.52762842662378	3.16130044653074	19.2793886666596	1.12918765868935e-05	0.000425616886736754
"25995"	"TSC22D3"	1.20490684710143	10.0073757815325	19.2680476367316	1.13591503525185e-05	0.000426979569415215
"9856"	"PKM"	1.38730646364259	9.31991979861385	19.2442488657065	1.15016334247783e-05	0.000431154127289502
"23295"	"POR"	1.13939106645231	5.78632521432182	19.2195650929564	1.16513114197744e-05	0.000435574911932709
"8757"	"UBAP1"	1.29295335585256	6.36955723089354	19.2081554501283	1.17211569647162e-05	0.000436637110087905
"8245"	"DDX58"	1.44266844969375	6.39918919336767	19.2045404595143	1.17433741707316e-05	0.000436637110087905
"21035"	"EIF4E3"	1.29719658110154	5.39226145507313	19.1684434058494	1.1967554139138e-05	0.000443769845375605
"5321"	"STK38L"	1.19599082577349	7.27024657629319	19.1557147780034	1.20476257471767e-05	0.000445534838952195
"3851"	"AOAH"	1.52283887008382	7.27487701298087	19.1424039858729	1.21319350939366e-05	0.00044744663841078
"1283"	"IFIH1"	1.51847294722427	7.11618068188067	19.1133537705627	1.23179998592382e-05	0.000453091040398787
"2148"	"FCGR3A"	2.19366462062701	8.16378502986326	19.0991200208627	1.24102094733113e-05	0.000455130646679967
"5463"	"CLEC12A"	1.6308588099106	7.58002413212722	19.0945755507874	1.24397953720836e-05	0.000455130646679967
"4212"	"TBXAS1"	1.32076409525207	6.6457906374927	19.0888715917315	1.24770301666211e-05	0.000455278866718194
"10765"	"NUMB"	0.856348957491647	6.21870736835787	19.0642878876227	1.26387947768904e-05	0.000459958260845986
"7634"	"MIDN"	1.16273470621863	7.62608731749479	19.0263341967547	1.28926818306202e-05	0.000467956599778065
"25012"	"MS4A8"	1.36297375584583	6.87054184778315	19.0210360283026	1.29285284257102e-05	0.000468019551453151
"21828"	"CFB"	2.59349069901823	1.60824234162962	19.0036597285563	1.3046797752447e-05	0.000471058066219929
"19695"	"DUSP1"	1.39833031903299	6.80406168625043	18.9985016880812	1.30821139179445e-05	0.000471093446074013
"7327"	"GADD45B"	1.39630933678496	5.60841615411064	18.9125179334863	1.36851722661568e-05	0.000491519799716415
"22349"	"SOCS6"	1.46136799943637	3.60396290135402	18.8385423027342	1.42263095594815e-05	0.000509621324167328
"23296"	"TMEM120A"	1.48881316066044	4.65834785529599	18.8242060380473	1.43336405561282e-05	0.000512129032369997
"7998"	"CCNJL"	1.08987090366242	4.4879679569586	18.7977818368288	1.45336056310587e-05	0.00051792485521591
"3045"	"JUN"	1.18475567254234	6.53736336174245	18.786756553214	1.46178656261731e-05	0.000519578021738588
"23045"	"OTOA"	2.97963445616532	2.41643697199273	18.7698363375036	1.47481325168279e-05	0.000522853690260667
"25470"	"IL13RA1"	1.35351157451582	7.72816919633897	18.7515275622631	1.48904035272476e-05	0.000526536949468651
"24"	"IFNGR2"	1.27659414198303	7.78598942125807	18.6987641626851	1.53081670509207e-05	0.000539917871307537
"21540"	"NUDT3"	1.34879986469251	8.69889314642367	18.6874014512708	1.53996627906844e-05	0.000541752239713309
"17399"	"TYROBP"	1.64506145060985	7.60709742856653	18.6553142557127	1.56610144306741e-05	0.000549537386160739
"26612"	"LOC107132093"	1.45087769542036	2.90579989364487	18.6171265205231	1.59778679771295e-05	0.000557953721858564
"5171"	"DRAM1"	1.47656556738079	4.2183824352748	18.6166094555816	1.59822020911382e-05	0.000557953721858564
"4175"	"LOC514257"	1.86926444631457	3.76710301517066	18.5934095126989	1.61778874234145e-05	0.000563351815861032
"8353"	"PLIN2"	1.42251028588038	5.91530243854291	18.5885643035202	1.6219058287262e-05	0.000563355644813252
"10576"	"C10H15orf48"	1.92806751287916	7.04169940223222	18.5773281853214	1.63149396529969e-05	0.000565254979896761
"25325"	"ALDH3B1"	1.73926844549158	4.3860094805202	18.5549071248574	1.65079706178653e-05	0.000570502158380635
"5496"	"SLC2A3"	1.32847951457551	9.26431566222226	18.529104522249	1.67329554187248e-05	0.000576824493328906
"25366"	"CARS"	1.18548362653045	6.01799325095138	18.4160547373168	1.77555674912728e-05	0.000610542320752538
"17787"	"GYS1"	1.1000848342342	6.52206602267584	18.3762216971118	1.81306506393385e-05	0.00062188131692931
"17577"	"DEDD2"	1.28952014175832	7.43629528176867	18.3671463887313	1.82172145539961e-05	0.000623292228630489
"714"	"P2RY13"	1.77573687081406	5.71589896424666	18.3592896695476	1.82924903026359e-05	0.000624310863065087
"1710"	"RHBDD1"	1.13949224438088	4.36176194852412	18.3240574841813	1.86339131927484e-05	0.000634385332517391
"3338"	"LOC107132345"	2.50836285206317	0.618464707579946	18.2101806610182	1.97818592652949e-05	0.000671799775049122
"4491"	"GLIPR1"	1.25779381536732	6.77680107035204	18.1910065508056	1.9982018524358e-05	0.000676921713960967
"26371"	"NYX"	2.2807829512623	3.96292660745189	18.1756506879459	2.01437852331238e-05	0.000680721018222804
"23584"	"IFIT5"	1.53637613742409	6.40420854074008	18.1350672120407	2.05776747145391e-05	0.000693674931409032
"1947"	"CNR2"	1.40747016976236	5.55815442013583	18.1149981056118	2.079569650846e-05	0.000699306264941349
"7083"	"ICAM3"	1.45510221104504	7.79316615147346	18.1067538973802	2.08859289853965e-05	0.000700623339070023
"12045"	"LOC107131188"	1.44443708722373	3.36706914181039	18.062050619199	2.13820977573514e-05	0.000715518003002099
"21558"	"PPARD"	0.982841893940831	5.73406317965047	18.0146856287156	2.19207375023784e-05	0.000731470142716487
"15053"	"PTPRJ"	1.11440510085281	7.52481486613089	18.0072327897165	2.20067246546639e-05	0.000731470142716487
"6532"	"LOC101908403"	1.84470445797646	2.5395282161485	18.0061933498987	2.20187440919759e-05	0.000731470142716487
"1303"	"BAZ2B"	0.96849638254993	6.1246298254147	17.9872802001728	2.22385994835491e-05	0.000736536678711962
"26353"	"MIR222"	1.75681500639563	0.330458956002802	17.983857294023	2.22786240280951e-05	0.000736536678711962
"14565"	"LOC783920"	2.04764427158659	9.28801115857628	17.9737515420109	2.23972148397081e-05	0.000738677374040374
"7766"	"CYSTM1"	1.43667877630975	6.21912577213586	17.9328221626499	2.28840422551206e-05	0.000752729492614114
"1859"	"XKR8"	1.41455581386127	3.90337847512066	17.9281553247224	2.29402221175766e-05	0.000752729492614114
"3747"	"FGL2"	1.30314121439916	9.10277714268585	17.9231358342758	2.30008019326114e-05	0.000752729492614114
"18112"	"LOC100337296"	2.159390039003	5.97098582988803	17.9196687620485	2.30427395698198e-05	0.000752729492614114
"2337"	"RAB25"	2.41524753622708	0.669117967004875	17.8998022979152	2.32845296069934e-05	0.000757883641186323
"25785"	"MPP1"	1.13994711713997	6.60157995346835	17.8976401210198	2.33109982930487e-05	0.000757883641186323
"12749"	"ENKUR"	1.56832993188036	1.71109019886413	17.8873933732609	2.34368474417936e-05	0.000760173869743282
"21308"	"NBEAL2"	1.17520444008991	8.25434618057131	17.8772553265981	2.3562033364483e-05	0.000761271362495689
"22935"	"LOC616782"	1.48673868514417	5.56633108929608	17.8756710652788	2.35816566370749e-05	0.000761271362495689
"16059"	"LOC107133266"	1.76235051542746	2.69161873353223	17.8656285309946	2.37064298707688e-05	0.000763502858748703
"7309"	"NCLN"	1.33008566314102	6.78382592839842	17.8491342992273	2.39128031886543e-05	0.000767332387036468
"25840"	"LOC101903165"	1.36375996550833	3.76416398874158	17.8471945720389	2.39371910824787e-05	0.000767332387036468
"8479"	"ANXA1"	1.87424694329415	10.4211150225351	17.8296908763535	2.41583957491793e-05	0.000772490111895948
"5566"	"LTBR"	1.31739185287563	4.18615701811594	17.8239963279037	2.42308030556937e-05	0.000772490111895948
"18128"	"LOC101907857"	1.32431568579204	6.17654326110049	17.8195355437875	2.42876750820982e-05	0.000772490111895948
"2384"	"ADAR"	1.13439985802451	7.78008195519808	17.8167463312542	2.43233038147995e-05	0.000772490111895948
"23147"	"TBC1D10B"	1.20757476148149	7.15659285684387	17.8100603550846	2.44089228398665e-05	0.000773418986981451
"8098"	"ELL2"	1.32933090604439	6.68376965199509	17.7942122812551	2.46130811115525e-05	0.000778090951268433
"17493"	"ZFP36"	1.21158690918726	7.88066001516166	17.7600395907674	2.50591588421969e-05	0.000786850307002677
"2727"	"CSF1"	1.96866492176431	4.0420198974179	17.7571542984828	2.50971922524117e-05	0.000786850307002677
"12964"	"CDS2"	1.23117480479666	8.62805207948774	17.7555061084742	2.51189444248407e-05	0.000786850307002677
"14370"	"NLRX1"	1.2215976411053	4.92369928237348	17.7554590930189	2.51195651944003e-05	0.000786850307002677
"16675"	"OSM"	1.30646233220226	3.02031315158	17.7414096284766	2.53057598724383e-05	0.00078981538940729
"3780"	"PIK3CG"	1.22519826526923	6.6471268341347	17.7396365460655	2.53293565116041e-05	0.00078981538940729
"346"	"PARP14"	1.27621945061682	8.028352948817	17.7198579222554	2.55940791944806e-05	0.000796260241606062
"436"	"MB21D2"	1.14832143977525	4.28242294661801	17.700891005175	2.58505487476778e-05	0.00080241974845733
"23085"	"XPO6"	1.00269619737176	8.4818655529908	17.6920896508714	2.5970435816638e-05	0.000803126032311569
"1460"	"STAT1"	1.33760014969813	9.66504406509244	17.6906297309677	2.59903759727651e-05	0.000803126032311569
"25237"	"AP5B1"	1.27968707691529	5.14768808873218	17.6807925814138	2.61251372708193e-05	0.000805476142372225
"12873"	"LOC104973781"	1.73879276442599	3.63221508611512	17.6688530518232	2.62896431648381e-05	0.000808730726954211
"13512"	"BCAS4"	0.934227307364198	4.97390453474832	17.6195485059652	2.6980071910973e-05	0.00082774259668419
"23451"	"DAGLB"	1.31620529290848	9.88327810976959	17.6161498987526	2.7028329687647e-05	0.00082774259668419
"6208"	"RBM47"	1.1916324370353	6.69932758106669	17.6074338308042	2.71524884215532e-05	0.000829692964685324
"6745"	"ELL"	1.09713580832194	6.13367162998331	17.5979605384881	2.72880837490666e-05	0.000831639744033456
"18156"	"LOC107131472"	2.05626676469565	1.88285152083287	17.5945248015275	2.73374289037237e-05	0.000831639744033456
"7154"	"MCEMP1"	1.50085774662786	6.49741645168121	17.5484649691064	2.80076795069078e-05	0.000848311420799235
"5789"	"TSPO"	1.65665344548308	8.40267998705316	17.544473021278	2.80665412076221e-05	0.000848311420799235
"1341"	"NMI"	1.649816553297	7.12157439564766	17.5441746013889	2.80709464316948e-05	0.000848311420799235
"2815"	"DPYD"	1.22382597397458	5.9537385516069	17.530372384131	2.82754534907855e-05	0.000852613674491379
"23789"	"ITPRIP"	1.16924903579431	6.69756130431679	17.5252430446394	2.83518357955548e-05	0.000853042077006604
"10952"	"TMEM127"	1.01535884331113	6.24885816188942	17.4985386338599	2.87528607439021e-05	0.000862080256651883
"20286"	"LOC107131602"	2.50640880065977	0.653236251592484	17.4968838427351	2.87778977803617e-05	0.000862080256651883
"23314"	"ORAI2"	1.4657461468938	4.51268040643724	17.4842048280952	2.89704600865954e-05	0.000865957979059016
"21414"	"IQSEC1"	1.209007703521	7.15795206716867	17.4045108992269	3.02108149059313e-05	0.00090107039241169
"4861"	"PTPRR"	1.72832351449046	2.69827027249366	17.3957417247171	3.03505172034783e-05	0.000902972168176751
"1632"	"SLC11A1"	1.4643510234201	6.83249919645942	17.3922574384961	3.04062056630947e-05	0.000902972168176751
"1994"	"LOC101906756"	1.00568693066767	5.32538766069482	17.372345733615	3.07264253726341e-05	0.000910510920329461
"22806"	"ABCA3"	1.41642765810489	5.59773073543642	17.298911068114	3.19369816062484e-05	0.000944343507839932
"8076"	"ARRDC3"	1.03926462770983	6.4196235100231	17.2783314036724	3.22847530599565e-05	0.000952573789209899
"9266"	"FOXO3"	1.14499468192072	6.84987819982131	17.2732657836017	3.23709380715627e-05	0.000953067103737854
"20095"	"CHSY1"	0.966486507079067	5.62853114488181	17.2608710830522	3.25827943370499e-05	0.000957250403221252
"5411"	"ETV6"	0.873875257948425	5.38991931012044	17.2549534747925	3.26844319113444e-05	0.000958184627828301
"8408"	"PDCD1LG2"	1.49587322355556	4.22579682578178	17.2490779024555	3.27856627626944e-05	0.000959102970371359
"6127"	"HERC5"	1.39470880359118	6.27519415815187	17.2255914395371	3.31934707903274e-05	0.000968966849453811
"6946"	"ADGRE5"	1.14696422437694	9.60125018335982	17.203813781784	3.35761621991793e-05	0.00097805720885932
"6547"	"TNIP2"	1.21437153241688	5.62207199054253	17.0831656577552	3.57780426331919e-05	0.0010399888663716
"13464"	"OCSTAMP"	2.29640093195995	1.80708325173799	17.0483624085541	3.64397859936612e-05	0.00105698491296624
"18026"	"LOC784517"	1.33008569884681	6.81000435118407	17.019067519608	3.70063218538284e-05	0.00107115345112769
"6590"	"FAM53A"	2.06113603097611	1.08556433053023	16.9971468808098	3.74360305860127e-05	0.00108107308835421
"20966"	"EMC3"	1.32624958080246	6.60153231694564	16.9935702547574	3.75066173510646e-05	0.00108107308835421
"21725"	"ENPP5"	1.37571713726844	6.2648143602599	16.9699610544305	3.79759267022231e-05	0.00109230548082705
"6638"	"TBC1D14"	1.01654570412521	7.52335361979822	16.9608883399476	3.81578424087098e-05	0.00109524183650104
"9614"	"LOC104969644"	3.54651528885429	2.90040292265648	16.852568705591	4.03986157220201e-05	0.00115713780314429
"20893"	"CCR8"	-0.894671210328724	4.7338726632821	16.8446061951117	4.05684613529457e-05	0.0011595818536717
"10166"	"LOC104973105"	1.54887323106503	3.39625249518315	16.8402341161376	4.06620257978316e-05	0.00115983990425416
